symbol,name,market,industry,yahoo_symbol
6125,廣運,TPEx,26,6125.TWO
6126,信音,TPEx,28,6126.TWO
6127,九豪,TPEx,28,6127.TWO
6128,上福,TWSE,25,6128.TW
6129,普誠,TPEx,24,6129.TWO
6130,上亞科技,TPEx,22,6130.TWO
6133,金橋,TWSE,28,6133.TW
6134,萬旭,TPEx,28,6134.TWO
6136,富爾特,TWSE,27,6136.TW
6138,茂達,TPEx,24,6138.TWO
6139,亞翔,TWSE,31,6139.TW
6140,訊達電腦,TPEx,30,6140.TWO
6141,柏承,TWSE,28,6141.TW
6142,友勁,TWSE,27,6142.TW
6143,振曜,TPEx,27,6143.TWO
6144,得利影,TPEx,32,6144.TWO
6146,耕興,TPEx,31,6146.TWO
6147,頎邦,TPEx,24,6147.TWO
6148,驊宏資,TPEx,30,6148.TWO
6150,撼訊,TPEx,25,6150.TWO
6151,晉倫,TPEx,31,6151.TWO
6152,百一,TWSE,27,6152.TW
6153,嘉聯益,TWSE,28,6153.TW
6154,順發,TPEx,29,6154.TWO
6155,鈞寶,TWSE,28,6155.TW
6156,松上,TPEx,28,6156.TWO
6158,禾昌,TPEx,28,6158.TWO
6160,欣技,TPEx,25,6160.TWO
6161,捷波,TPEx,25,6161.TWO
6163,華電網,TPEx,27,6163.TWO
6164,華興,TWSE,26,6164.TW
6165,浪凡,TWSE,36,6165.TW
6166,凌華,TWSE,25,6166.TW
6167,久正,TPEx,26,6167.TWO
6168,宏齊,TWSE,26,6168.TW
6169,昱泉,TPEx,32,6169.TWO
6170,統振,TPEx,27,6170.TWO
6171,大城地產,TPEx,14,6171.TWO
6173,信昌電,TPEx,28,6173.TWO
6174,安碁,TPEx,28,6174.TWO
6175,立敦,TPEx,28,6175.TWO
6176,瑞儀,TWSE,26,6176.TW
6177,達麗,TWSE,14,6177.TW
6179,亞通,TPEx,20,6179.TWO
6180,橘子,TPEx,32,6180.TWO
6182,合晶,TPEx,24,6182.TWO
6183,關貿,TWSE,30,6183.TW
6184,大豐電,TWSE,20,6184.TW
6185,幃翔,TPEx,28,6185.TWO
6186,新潤,TPEx,14,6186.TWO
6187,萬潤,TPEx,24,6187.TWO
6188,廣明,TPEx,25,6188.TWO
6189,豐藝,TWSE,29,6189.TW
6190,萬泰科,TPEx,27,6190.TWO
6191,精成科,TWSE,28,6191.TW
6192,巨路,TWSE,31,6192.TW
6194,育富,TPEx,28,6194.TWO
6195,詩肯,TPEx,38,6195.TWO
6196,帆宣,TWSE,31,6196.TW
6197,佳必琪,TWSE,28,6197.TW
6198,瑞築,TPEx,14,6198.TWO
6199,天品,TPEx,20,6199.TWO
6201,亞弘電,TWSE,31,6201.TW
6202,盛群,TWSE,24,6202.TW
6203,海韻電,TPEx,28,6203.TWO
6204,艾華,TPEx,28,6204.TWO
6205,詮欣,TWSE,28,6205.TW
6206,飛捷,TWSE,25,6206.TW
6207,雷科,TPEx,28,6207.TWO
6208,日揚,TPEx,24,6208.TWO
6209,今國光,TWSE,26,6209.TW
6210,慶生,TPEx,28,6210.TWO
6212,理銘,TPEx,14,6212.TWO
6213,聯茂,TWSE,28,6213.TW
6214,精誠,TWSE,30,6214.TW
6215,和椿,TWSE,31,6215.TW
6216,居易,TWSE,27,6216.TW
6217,中探針,TPEx,28,6217.TWO
6218,豪勉,TPEx,27,6218.TWO
6219,富旺,TPEx,14,6219.TWO
6220,岳豐,TPEx,28,6220.TWO
6221,晉泰,TPEx,30,6221.TWO
6222,立軒,TPEx,26,6222.TWO
6223,旺矽,TPEx,24,6223.TWO
6224,聚鼎,TWSE,28,6224.TW
6225,天瀚,TWSE,26,6225.TW
6226,光鼎,TWSE,26,6226.TW
6227,茂綸,TPEx,29,6227.TWO
6228,全譜,TPEx,25,6228.TWO
6229,研通,TPEx,24,6229.TWO
6230,尼得科超眾,TWSE,25,6230.TW
6231,系微,TPEx,30,6231.TWO
6233,旺玖,TPEx,24,6233.TWO
6234,高僑,TPEx,26,6234.TWO
6235,華孚,TWSE,25,6235.TW
6236,中湛,TPEx,20,6236.TWO
6237,驊訊,TPEx,24,6237.TWO
6239,力成,TWSE,24,6239.TW
6240,松崗,TPEx,30,6240.TWO
6241,鑫永洋,TPEx,27,6241.TWO
6242,立康,TPEx,22,6242.TWO
6243,迅杰,TWSE,24,6243.TW
6244,茂迪,TPEx,26,6244.TWO
6245,立端,TPEx,27,6245.TWO
6246,臺龍,TPEx,26,6246.TWO
6248,沛波,TPEx,10,6248.TWO
6257,矽格,TWSE,24,6257.TW
6259,百徽,TPEx,28,6259.TWO
6261,久元,TPEx,24,6261.TWO
6263,普萊德,TPEx,27,6263.TWO
6264,富裔,TPEx,14,6264.TWO
6265,方土昶,TPEx,29,6265.TWO
6266,泰詠,TPEx,28,6266.TWO
6269,台郡,TWSE,28,6269.TW
6270,倍微,TPEx,29,6270.TWO
6271,同欣電,TWSE,24,6271.TW
6272,驊陞,TWSE,28,6272.TW
6274,台燿,TPEx,28,6274.TWO
6275,元山,TPEx,28,6275.TWO
6276,安鈦克,TPEx,25,6276.TWO
6277,宏正,TWSE,25,6277.TW
6278,台表科,TWSE,26,6278.TW
6279,胡連,TPEx,28,6279.TWO
6281,全國電,TWSE,29,6281.TW
6282,康舒,TWSE,28,6282.TW
6283,淳安,TWSE,31,6283.TW
6284,佳邦,TPEx,28,6284.TWO
6285,啟碁,TWSE,27,6285.TW
6290,良維,TPEx,28,6290.TWO
6291,沛亨,TPEx,24,6291.TWO
6292,迅德,TPEx,28,6292.TWO
6294,智基,TPEx,32,6294.TWO
6405,悅城,TWSE,26,6405.TW
6409,旭隼,TWSE,31,6409.TW
6411,晶焱,TPEx,24,6411.TWO
6412,群電,TWSE,28,6412.TW
6414,樺漢,TWSE,25,6414.TW
6415,矽力*-KY,TWSE,24,6415.TW
6416,瑞祺電通,TWSE,27,6416.TW
6417,韋僑,TPEx,27,6417.TWO
6418,詠昇,TPEx,28,6418.TWO
6419,京晨科,TPEx,26,6419.TWO
6423,億而得,TPEx,24,6423.TWO
6425,易發,TPEx,05,6425.TWO
6426,統新,TWSE,27,6426.TW
6431,光麗-KY,TWSE,22,6431.TW
6432,今展科,TPEx,28,6432.TWO
6435,大中,TPEx,24,6435.TWO
6438,迅得,TWSE,31,6438.TW
6441,廣錠,TPEx,25,6441.TWO
6442,光聖,TWSE,27,6442.TW
6443,元晶,TWSE,26,6443.TW
6446,藥華藥,TWSE,22,6446.TW
6449,鈺邦,TWSE,28,6449.TW
6451,訊芯-KY,TWSE,24,6451.TW
6456,GIS-KY,TWSE,26,6456.TW
6461,益得,TPEx,22,6461.TWO
6462,神盾,TPEx,24,6462.TWO
6464,台數科,TWSE,20,6464.TW
6465,威潤,TPEx,27,6465.TWO
6469,大樹,TPEx,22,6469.TWO
6470,宇智,TPEx,27,6470.TWO
6472,保瑞,TWSE,22,6472.TW
6474,華豫寧,TPEx,29,6474.TWO
6477,安集,TWSE,26,6477.TW
6482,弘煜科,TPEx,32,6482.TWO
6485,點序,TPEx,24,6485.TWO
6486,互動,TPEx,27,6486.TWO
6488,環球晶,TPEx,24,6488.TWO
6491,晶碩,TWSE,22,6491.TW
6492,生華科,TPEx,22,6492.TWO
6494,九齊,TPEx,24,6494.TWO
6496,科懋,TPEx,22,6496.TWO
6498,久禾光,TPEx,26,6498.TWO
6499,益安,TPEx,22,6499.TWO
6504,南六,TWSE,20,6504.TW
6505,台塑化,TWSE,23,6505.TW
6506,雙邦,TPEx,04,6506.TWO
6508,惠光,TPEx,33,6508.TWO
6509,聚和,TPEx,21,6509.TWO
6510,精測,TPEx,24,6510.TWO
6512,啟發電,TPEx,31,6512.TWO
6515,穎崴,TWSE,24,6515.TW
6516,勤崴國際,TPEx,30,6516.TWO
6517,保勝光學,TPEx,26,6517.TWO
6523,達爾膚,TPEx,22,6523.TWO
6525,捷敏-KY,TWSE,24,6525.TW
6526,達發,TWSE,24,6526.TW
6527,明達醫,TPEx,22,6527.TWO
6530,創威,TPEx,27,6530.TWO
6531,愛普*,TWSE,24,6531.TW
6532,瑞耘,TPEx,24,6532.TWO
6533,晶心科,TWSE,24,6533.TW
6534,正瀚-創,TWSE,22,6534.TW
6535,順藥,TPEx,22,6535.TWO
6538,倉和,TPEx,28,6538.TWO
6541,泰福-KY,TWSE,22,6541.TW
6542,隆中,TPEx,32,6542.TWO
6546,正基,TPEx,27,6546.TWO
6547,高端疫苗,TPEx,22,6547.TWO
6548,長科*,TPEx,24,6548.TWO
6550,北極星藥業-KY,TWSE,22,6550.TW
6552,易華電,TWSE,24,6552.TW
6556,勝品,TPEx,26,6556.TWO
6558,興能高,TWSE,31,6558.TW
6560,欣普羅,TPEx,26,6560.TWO
6561,是方,TPEx,27,6561.TWO
6568,宏觀,TPEx,24,6568.TWO
6569,醫揚,TPEx,22,6569.TWO
6570,維田,TPEx,25,6570.TWO
6573,虹揚-KY,TWSE,24,6573.TW
6574,霈方,TPEx,22,6574.TWO
6576,逸達,TPEx,22,6576.TWO
6577,勁豐,TPEx,25,6577.TWO
6578,達邦蛋白,TPEx,33,6578.TWO
6579,研揚,TWSE,25,6579.TW
6581,鋼聯,TWSE,35,6581.TW
6582,申豐,TWSE,11,6582.TW
6584,南俊國際,TPEx,28,6584.TWO
6585,鼎基,TWSE,20,6585.TW
6588,東典光電,TPEx,27,6588.TWO
6589,台康生技,TWSE,22,6589.TW
6590,普鴻,TPEx,30,6590.TWO
6591,動力-KY,TWSE,25,6591.TW
6592,和潤企業,TWSE,20,6592.TW
6593,台灣銘板,TPEx,30,6593.TWO
6596,寬宏藝術,TPEx,32,6596.TWO
6597,立誠,TPEx,28,6597.TWO
6598,ABC-KY,TWSE,22,6598.TW
6603,富強鑫,TPEx,05,6603.TWO
6605,帝寶,TWSE,12,6605.TW
6606,建德工業,TWSE,05,6606.TW
6609,瀧澤科,TPEx,05,6609.TWO
6612,奈米醫材,TPEx,22,6612.TWO
6613,朋億*,TPEx,31,6613.TWO
6614,資拓宏宇,TWSE,36,6614.TW
6615,慧智,TPEx,22,6615.TWO
6616,特昇-KY,TPEx,38,6616.TWO
6617,共信-KY,TPEx,22,6617.TWO
6620,漢達,TPEx,22,6620.TWO
6624,萬年清,TPEx,35,6624.TWO
6625,必應,TWSE,20,6625.TW
6629,泰金-KY,TPEx,38,6629.TWO
6637,醫影,TPEx,22,6637.TWO
6640,均華,TPEx,24,6640.TWO
6641,基士德-KY,TWSE,35,6641.TW
6642,富致,TPEx,28,6642.TWO
6643,M31,TPEx,24,6643.TWO
6645,金萬林-創,TWSE,22,6645.TW
6649,台生材,TPEx,22,6649.TWO
6651,全宇昕,TPEx,24,6651.TWO
6654,天正國際,TPEx,31,6654.TWO
6655,科定,TWSE,20,6655.TW
6657,華安,TWSE,22,6657.TW
6658,聯策,TWSE,31,6658.TW
6661,威健生技,TPEx,22,6661.TWO
6662,樂斯科,TPEx,22,6662.TWO
6664,群翊,TPEx,28,6664.TWO
6666,羅麗芬-KY,TWSE,22,6666.TW
6667,信紘科,TPEx,31,6667.TWO
6668,中揚光,TWSE,26,6668.TW
6669,緯穎,TWSE,25,6669.TW
6670,復盛應用,TWSE,37,6670.TW
6671,三能-KY,TWSE,38,6671.TW
6672,騰輝電子-KY,TWSE,28,6672.TW
6674,鋐寶科技,TWSE,27,6674.TW
6679,鈺太,TPEx,24,6679.TWO
6680,鑫創電子,TPEx,25,6680.TWO
6683,雍智科技,TPEx,24,6683.TWO
6684,安格,TPEx,24,6684.TWO
6689,伊雲谷,TWSE,36,6689.TW
6690,安碁資訊,TPEx,36,6690.TWO
6691,洋基工程,TWSE,31,6691.TW
6692,進能服,TPEx,35,6692.TWO
6693,廣閎科,TPEx,24,6693.TWO
6695,芯鼎,TWSE,24,6695.TW
6697,東捷資訊,TPEx,30,6697.TWO
6698,旭暉應材,TWSE,31,6698.TW
6703,軒郁,TPEx,22,6703.TWO
6706,惠特,TWSE,26,6706.TW
6708,天擎,TPEx,24,6708.TWO
6712,長聖,TPEx,22,6712.TWO
6715,嘉基,TWSE,28,6715.TW
6716,應廣,TPEx,24,6716.TWO
6719,力智,TWSE,24,6719.TW
6720,久昌,TPEx,24,6720.TWO
6721,信實,TPEx,20,6721.TWO
6722,輝創,TWSE,31,6722.TW
6725,矽科宏晟,TPEx,31,6725.TWO
6727,亞泰金屬,TPEx,28,6727.TWO
6728,上洋,TPEx,38,6728.TWO
6730,常廣,TPEx,22,6730.TWO
6732,昇佳電子,TPEx,24,6732.TWO
6733,博晟生醫,TPEx,22,6733.TWO
6735,美達科技,TPEx,31,6735.TWO
6739,竹陞科技,TPEx,31,6739.TWO
6741,91APP*-KY,TPEx,36,6741.TWO
6742,澤米,TWSE,26,6742.TW
6743,安普新,TWSE,31,6743.TW
6751,智聯服務,TPEx,30,6751.TWO
6752,叡揚,TPEx,30,6752.TWO
6753,龍德造船,TWSE,15,6753.TW
6754,匯僑設計,TWSE,38,6754.TW
6756,威鋒電子,TWSE,24,6756.TW
6757,台灣虎航,TWSE,15,6757.TW
6761,穩得,TPEx,28,6761.TWO
6762,達亞,TPEx,22,6762.TWO
6763,綠界科技*,TPEx,36,6763.TWO
6767,台微醫,TPEx,22,6767.TWO
6768,志強-KY,TWSE,37,6768.TW
6770,力積電,TWSE,24,6770.TW
6771,平和環保-創,TWSE,35,6771.TW
6776,展碁國際,TWSE,29,6776.TW
6781,AES-KY,TWSE,28,6781.TW
6782,視陽,TWSE,22,6782.TW
6785,昱展新藥,TPEx,22,6785.TWO
6788,華景電,TPEx,24,6788.TWO
6789,采鈺,TWSE,24,6789.TW
6790,永豐實,TWSE,09,6790.TW
6791,虎門科技,TPEx,30,6791.TWO
6792,詠業,TWSE,27,6792.TW
6794,向榮生技,TWSE,22,6794.TW
6796,晉弘,TWSE,22,6796.TW
6799,來頡,TWSE,24,6799.TW
6803,崑鼎,TPEx,35,6803.TWO
6804,明係,TPEx,37,6804.TWO
6805,富世達,TWSE,28,6805.TW
6806,森崴能源,TWSE,35,6806.TW
6807,峰源-KY,TWSE,38,6807.TW
6811,宏碁資訊,TPEx,36,6811.TWO
6821,聯寶,TPEx,28,6821.TWO
6823,濾能,TPEx,24,6823.TWO
6829,千附精密,TPEx,24,6829.TWO
6830,汎銓,TWSE,31,6830.TW
6831,邁科,TWSE,25,6831.TW
6834,天二科技,TWSE,28,6834.TW
6835,圓裕,TWSE,28,6835.TW
6838,台新藥,TWSE,22,6838.TW
6840,東研信超,TPEx,31,6840.TWO
6841,長佳智能,TPEx,22,6841.TWO
6843,進典,TPEx,05,6843.TWO
6844,諾貝兒,TPEx,22,6844.TWO
6846,綠茵,TPEx,02,6846.TWO
6854,錼創科技-KY創,TWSE,24,6854.TW
6855,數泓科,TPEx,31,6855.TWO
6856,鑫傳,TPEx,32,6856.TWO
6859,伯特光,TPEx,26,6859.TWO
6861,睿生光電,TWSE,22,6861.TW
6862,三集瑞-KY,TWSE,28,6862.TW
6863,永道-KY,TWSE,27,6863.TW
6865,偉康科技,TPEx,36,6865.TWO
6869,雲豹能源,TWSE,35,6869.TW
6870,騰雲,TPEx,36,6870.TWO
6872,浩宇生醫,TPEx,22,6872.TWO
6873,泓德能源,TWSE,35,6873.TW
6874,倍力,TPEx,30,6874.TWO
6875,國邑*,TPEx,22,6875.TWO
6877,鏵友益,TPEx,31,6877.TWO
6881,潤德,TPEx,20,6881.TWO
6884,海柏特,TPEx,30,6884.TWO
6885,全福生技,TWSE,22,6885.TW
6887,寶綠特-KY,TWSE,35,6887.TW
6890,來億-KY,TWSE,37,6890.TW
6894,衛司特,TPEx,35,6894.TWO
6895,宏碩系統,TPEx,24,6895.TWO
6899,創為精密,TPEx,26,6899.TWO
6901,鑽石投資,TWSE,20,6901.TW
6902,GOGOLOOK,TWSE,36,6902.TW
6903,巨漢,TPEx,31,6903.TWO
6904,伯鑫,TPEx,20,6904.TWO
6906,現觀科,TWSE,36,6906.TW
6907,雅特力-KY,TPEx,24,6907.TWO
6908,宏碁遊戲-創,TWSE,29,6908.TW
6909,創控,TWSE,24,6909.TW
6910,德鴻,TPEx,36,6910.TWO
6913,鴻呈,TPEx,28,6913.TWO
6914,阜爾運通,TWSE,20,6914.TW
6916,華凌,TWSE,26,6916.TW
6918,愛派司,TWSE,22,6918.TW
6919,康霈*,TWSE,22,6919.TW
6921,嘉雨思-創,TWSE,24,6921.TW
6922,宸曜,TPEx,25,6922.TWO
6923,中台,TWSE,35,6923.TW
6924,榮惠-KY創,TWSE,28,6924.TW
6925,意藍,TPEx,36,6925.TWO
6928,攸泰科技,TWSE,25,6928.TW
6929,佑全,TPEx,22,6929.TWO
6931,青松健康,TWSE,22,6931.TW
6933,AMAX-KY,TWSE,25,6933.TW
6934,心誠鎂,TWSE,22,6934.TW
6936,永鴻生技,TWSE,22,6936.TW
6937,天虹,TWSE,24,6937.TW
6944,兆聯實業,TWSE,35,6944.TW
6949,沛爾生醫-創,TWSE,22,6949.TW
6951,青新-創,TWSE,35,6951.TW
6952,大武山,TWSE,20,6952.TW
6953,家碩,TPEx,24,6953.TWO
6955,邦睿生技-創,TWSE,22,6955.TW
6957,裕慶-KY,TWSE,20,6957.TW
6958,日盛台駿,TWSE,20,6958.TW
6961,旅天下,TPEx,16,6961.TWO
6962,奕力-KY,TWSE,24,6962.TW
6965,中傑-KY,TWSE,37,6965.TW
6967,汎瑋材料,TPEx,28,6967.TWO
6968,萬達寵物,TPEx,38,6968.TWO
6969,成信實業*-創,TWSE,35,6969.TW
6971,惠民實業,TPEx,35,6971.TWO
6982,大井泵浦,TPEx,05,6982.TWO
6983,華洋精機,TPEx,31,6983.TWO
6988,威力暘-創,TWSE,12,6988.TW
6994,富威電力,TWSE,35,6994.TW
6996,力領科技,TPEx,24,6996.TWO
6997,博弘,TPEx,36,6997.TWO
7402,邑錡,TPEx,26,7402.TWO
7547,碩網,TPEx,36,7547.TWO
7556,意德士科技,TPEx,24,7556.TWO
7584,樂意,TPEx,32,7584.TWO
7610,聯友金屬-創,TWSE,35,7610.TW
7631,聚賢研發-創,TWSE,31,7631.TW
7642,昶瑞機電,TPEx,05,7642.TWO
7703,銳澤,TPEx,31,7703.TWO
7704,明遠精密,TPEx,24,7704.TWO
7705,三商餐飲,TWSE,16,7705.TW
7708,全家餐飲,TPEx,16,7708.TWO
7709,榮田,TPEx,05,7709.TWO
7711,永擎,TWSE,25,7711.TW
7712,博盛半導體,TPEx,24,7712.TWO
7713,威力德生醫,TPEx,22,7713.TWO
7714,創泓科技,TPEx,36,7714.TWO
7715,裕山,TPEx,35,7715.TWO
7716,昱臺國際,TPEx,15,7716.TWO
7717,萊德光電-KY,TPEx,27,7717.TWO
7718,友鋮,TPEx,10,7718.TWO
7721,微程式,TWSE,36,7721.TW
7722,LINEPAY,TWSE,36,7722.TW
7723,築間,TPEx,16,7723.TWO
7728,光焱科技,TPEx,31,7728.TWO
7730,暉盛-創,TWSE,24,7730.TW
7732,金興精密,TWSE,12,7732.TW
7734,印能科技,TPEx,24,7734.TWO
7736,虎山,TWSE,12,7736.TW
7738,東聯互動,TPEx,36,7738.TWO
7740,熙特爾-創,TWSE,35,7740.TW
7743,金利食安,TPEx,02,7743.TWO
7744,崴寶,TPEx,28,7744.TWO
7747,昕奇雲端,TPEx,36,7747.TWO
7749,意騰-KY,TWSE,24,7749.TW
7750,新代,TWSE,05,7750.TW
7751,竑騰,TPEx,24,7751.TWO
7753,星亞,TPEx,26,7753.TWO
7757,金色三麥,TPEx,16,7757.TWO
7760,享溫馨,TWSE,16,7760.TW
7765,中華資安,TWSE,36,7765.TW
7767,仁大資訊,TPEx,30,7767.TWO
7768,頌勝科技,TWSE,24,7768.TW
7769,鴻勁,TWSE,24,7769.TW
7770,君曜,TPEx,24,7770.TWO
7772,耀穎,TPEx,24,7772.TWO
7777,能率亞洲,TPEx,20,7777.TWO
7780,大研生醫*,TWSE,02,7780.TW
7782,光速火箭,TPEx,38,7782.TWO
7786,東方風能,TWSE,35,7786.TW
7788,松川精密,TWSE,28,7788.TW
7791,皇家可口,TWSE,02,7791.TW
7792,安葆,TPEx,31,7792.TWO
7794,宏碁智新,TPEx,38,7794.TWO
7795,長廣,TWSE,28,7795.TW
7799,禾榮科,TWSE,22,7799.TW
7803,雲象科技-創,TWSE,22,7803.TW
7805,威聯通,TPEx,36,7805.TWO
7810,捷創科技,TPEx,24,7810.TWO
7811,民盛,TPEx,37,7811.TWO
7818,溢泰實業,TWSE,35,7818.TW
7819,精誠金融,TPEx,30,7819.TWO
7820,立盈,TPEx,35,7820.TWO
7821,神數,TWSE,12,7821.TW
7822,倍利科,TWSE,24,7822.TW
7823,奧義賽博-KY創,TWSE,36,7823.TW
7828,創新服務,TPEx,24,7828.TWO
7842,天能綠電,TPEx,35,7842.TWO
8011,台通,TWSE,27,8011.TW
8016,矽創,TWSE,24,8016.TW
8021,尖點,TWSE,31,8021.TW
8024,佑華,TPEx,24,8024.TWO
8027,鈦昇,TPEx,05,8027.TWO
8028,昇陽半導體,TWSE,24,8028.TW
8032,光菱,TPEx,29,8032.TWO
8033,雷虎,TWSE,20,8033.TW
8034,榮群,TPEx,27,8034.TWO
8038,長園科,TPEx,28,8038.TWO
8039,台虹,TWSE,28,8039.TW
8040,九暘,TPEx,24,8040.TWO
8042,金山電,TPEx,28,8042.TWO
8043,蜜望實,TPEx,28,8043.TWO
8044,網家,TPEx,36,8044.TWO
8045,達運光電,TWSE,27,8045.TW
8046,南電,TWSE,28,8046.TW
8047,星雲,TPEx,31,8047.TWO
8048,德勝,TPEx,27,8048.TWO
8049,晶采,TPEx,26,8049.TWO
8050,廣積,TPEx,25,8050.TWO
8054,安國,TPEx,24,8054.TWO
8059,凱碩,TPEx,27,8059.TWO
8064,東捷,TPEx,26,8064.TWO
8066,來思達,TPEx,38,8066.TWO
8067,志旭,TPEx,29,8067.TWO
8068,全達,TPEx,29,8068.TWO
8069,元太,TPEx,26,8069.TWO
8070,長華*,TWSE,29,8070.TW
8071,能率網通,TPEx,28,8071.TWO
8072,陞泰,TWSE,29,8072.TW
8074,鉅橡,TPEx,28,8074.TWO
8076,伍豐,TPEx,25,8076.TWO
8077,洛碁,TPEx,16,8077.TWO
8080,泰霖,TPEx,14,8080.TWO
8081,致新,TWSE,24,8081.TW
8083,瑞穎,TPEx,05,8083.TWO
8084,巨虹,TPEx,29,8084.TWO
8085,福華,TPEx,31,8085.TWO
8086,宏捷科,TPEx,24,8086.TWO
8087,麗升能源,TPEx,35,8087.TWO
8088,品安,TPEx,24,8088.TWO
8089,康全電訊,TPEx,27,8089.TWO
8091,翔名,TPEx,24,8091.TWO
8092,建暐,TPEx,31,8092.TWO
8093,保銳,TPEx,28,8093.TWO
8096,擎亞,TPEx,29,8096.TWO
8097,常珵,TPEx,27,8097.TWO
8099,大世科,TPEx,30,8099.TWO
8101,華冠,TWSE,27,8101.TW
8102,傑霖科技,TPEx,24,8102.TWO
8103,瀚荃,TWSE,28,8103.TW
8104,錸寶,TWSE,26,8104.TW
8105,凌巨,TWSE,26,8105.TW
8107,大億金茂,TPEx,05,8107.TWO
8109,博大,TPEx,28,8109.TWO
8110,華東,TWSE,24,8110.TW
8111,立碁,TPEx,26,8111.TWO
8112,至上,TWSE,29,8112.TW
8114,振樺電,TWSE,25,8114.TW
8121,越峰,TPEx,28,8121.TWO
8131,福懋科,TWSE,24,8131.TW
8147,正淩,TPEx,28,8147.TWO
8150,南茂,TWSE,24,8150.TW
8155,博智,TPEx,28,8155.TWO
8162,微矽電子-創,TWSE,24,8162.TW
8163,達方,TWSE,25,8163.TW
8171,天宇,TPEx,35,8171.TWO
8176,智捷,TPEx,27,8176.TWO
8182,加高,TPEx,28,8182.TWO
8183,精星,TPEx,31,8183.TWO
8201,無敵,TWSE,31,8201.TW
8210,勤誠,TWSE,25,8210.TW
8213,志超,TWSE,28,8213.TW
8215,明基材,TWSE,26,8215.TW
8222,寶一,TWSE,05,8222.TW
8227,巨有科技,TPEx,24,8227.TWO
8234,新漢,TPEx,25,8234.TWO
8240,華宏,TPEx,26,8240.TWO
8249,菱光,TWSE,28,8249.TW
8255,朋程,TPEx,05,8255.TWO
8261,富鼎,TWSE,24,8261.TW
8271,宇瞻,TWSE,24,8271.TW
8272,全景軟體,TPEx,30,8272.TWO
8277,商丞,TPEx,24,8277.TWO
8279,生展,TPEx,22,8279.TWO
8284,三竹,TPEx,30,8284.TWO
8289,泰藝,TPEx,28,8289.TWO
8291,尚茂,TPEx,28,8291.TWO
8299,群聯,TPEx,24,8299.TWO
8341,日友,TWSE,35,8341.TW
8342,益張,TPEx,20,8342.TWO
8349,恒耀國際,TPEx,10,8349.TWO
8354,冠好,TPEx,20,8354.TWO
8358,金居,TPEx,28,8358.TWO
8367,建新國際,TWSE,15,8367.TW
8374,羅昇,TWSE,05,8374.TW
8383,千附,TPEx,24,8383.TWO
8390,金益鼎,TPEx,35,8390.TWO
8401,白紗科,TPEx,20,8401.TWO
8403,盛弘,TPEx,22,8403.TWO
8404,百和興業-KY,TWSE,20,8404.TW
8409,商之器,TPEx,22,8409.TWO
8410,森田,TPEx,25,8410.TWO
8411,福貞-KY,TWSE,20,8411.TW
8415,大國鋼,TPEx,10,8415.TWO
8416,實威,TPEx,30,8416.TWO
8421,旭源,TPEx,20,8421.TWO
8422,可寧衛*,TWSE,35,8422.TW
8423,保綠-KY,TPEx,35,8423.TWO
8424,惠普,TPEx,14,8424.TWO
8426,紅木-KY,TPEx,20,8426.TWO
8429,金麗-KY,TWSE,18,8429.TW
8431,匯鑽科,TPEx,31,8431.TWO
8432,東生華,TPEx,22,8432.TWO
8433,弘帆,TPEx,38,8433.TWO
8435,鉅邁,TPEx,20,8435.TWO
8436,大江,TPEx,22,8436.TWO
8437,大地-KY,TPEx,20,8437.TWO
8438,昶昕,TWSE,35,8438.TW
8440,綠電,TPEx,35,8440.TWO
8442,威宏-KY,TWSE,20,8442.TW
8443,阿瘦,TWSE,18,8443.TW
8444,綠河-KY,TPEx,20,8444.TWO
8446,華研,TPEx,32,8446.TWO
8450,霹靂,TPEx,32,8450.TWO
8454,富邦媒,TWSE,36,8454.TW
8455,大拓-KY,TPEx,31,8455.TWO
8462,柏文,TWSE,37,8462.TW
8463,潤泰材,TWSE,20,8463.TW
8464,億豐,TWSE,38,8464.TW
8466,美吉吉-KY,TWSE,20,8466.TW
8467,波力-KY,TWSE,37,8467.TW
8472,夠麻吉,TPEx,36,8472.TWO
8473,山林水,TWSE,35,8473.TW
8476,台境*,TWSE,35,8476.TW
8477,創業家,TPEx,36,8477.TWO
8478,東哥遊艇,TWSE,37,8478.TW
8481,政伸,TWSE,20,8481.TW
8482,商億-KY,TWSE,38,8482.TW
8487,愛爾達-創,TWSE,36,8487.TW
8488,吉源-KY,TWSE,20,8488.TW
8489,三貝德,TPEx,20,8489.TWO
8499,鼎炫-KY,TWSE,31,8499.TW
8905,裕國,TPEx,20,8905.TWO
8906,花王,TPEx,20,8906.TWO
8908,欣雄,TPEx,23,8908.TWO
8916,光隆,TPEx,20,8916.TWO
8917,欣泰,TPEx,23,8917.TWO
8921,沈氏,TPEx,20,8921.TWO
8923,時報,TPEx,32,8923.TWO
8924,大田,TPEx,37,8924.TWO
8926,台汽電,TWSE,23,8926.TW
8927,北基,TPEx,23,8927.TWO
8928,鉅明,TPEx,37,8928.TWO
8929,富堡,TPEx,20,8929.TWO
8930,青鋼,TPEx,10,8930.TWO
8931,大汽電,TPEx,23,8931.TWO
8932,智通*,TPEx,20,8932.TWO
8933,愛地雅,TPEx,37,8933.TWO
8935,邦泰,TPEx,20,8935.TWO
8936,國統,TPEx,20,8936.TWO
8937,合騏*,TPEx,20,8937.TWO
8938,明安,TPEx,37,8938.TWO
8940,新天地,TWSE,16,8940.TW
